462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
265;Where We Never Grow Old;;"I have heard of a land on the far 
   away strand 
'Tis a beautiful home of the soul
Built by Jesus on high there we 
   never shall die
'Tis a land where we'll never 
   grow old

CHORUS
Never grow old, never grow old
In a land where we'll never grow old
Never grow old, never grow old
In a land where we'll never grow old

In that beautiful home where we'll 
   nevermore roam
We shall be in the sweet by and by
Happy praise to the King through 
   eternity sing
'Tis a land where we never shall die

When our work here is done and 
   the life crown is won 
And our troubles and trials are o'er
All our sorrows will end and our 
   voices will blend
With the loved ones who've gone 
   on before"
266;Wonderful And Marvelous;;"Wonderful and marvelous is 
   Jesus to me
Sweeter than the honey in 
   the honeycomb is He

CHORUS
Jesus is real, He will never fail
I will serve Him now and 
   through out all eternity

What Jesus did to me
He can do the same for you
If you can only welcome Him
To come and stay in you

Once I was lost in sins
But Jesus died for me
He forgave me and with His 
   blood
He washed my sins away

Christ has surely come
To take His waiting bride away 
Glory Hallelujah!
I'll believe it firm today"
267;Your Presence Surrounds Me;;"O Lord You're beautiful
Your face is all I seek
And when Your eyes are 
   on this child
Your grace abounds to me

O Lord You're merciful
Your love is all I need
Within Your cloud
I see Your face
The Angel of the Lord

O Lord You're wonderful
Your touch is all I need
With Your sword of pearl
And Your holy fire
I step into my theophany

Your presence surrounds 
   me now
Your wings are wrapped 
   around me
O Lord of hosts
Translate me now
Into Your glory-resurrection 
   power"
268;You're My Brother;;"You're my brother
You're my sister
Let me take you by the 
   hand
Together we must work 
    until He comes

There's no foe that can 
   defeat us
As we're walking side by side
As long as there is love we 
   shall stand"
406;A Very Special Grace;D;"A very special grace 
   in times of trouble
A very special grace to 
   see me through
A very special grace to heal 
   all my heartaches
Now Jesus wants to give 
   a special grace to you"
184;Abraham The Blessing Is Mine;;"Abraham the blessing is mine
Abraham the blessing is mine
Abraham the blessing is mine
Abraham the blessing is mine

The praises go up and the 
   blessings come down
The praises go up and the 
   blessings come down
The praises go up and the 
   blessings come down
Abraham the blessing is mine 

I'm blessed going in and I'm 
   blessed going out
I'm blessed going in and I'm 
   blessed going out
I'm blessed going in and I'm 
   blessed going out
Abraham the blessing is mine"
407;Alfa en Omega (Afrikaans);;"Hulle noem Hom, 
   die Alfa, die Omega
Hulle noem Hom, 
   die Blink More Ster
Hulle noem Hom, 
   die Soetroos van Saron
Dit is Jesus van Golgotha"
408;As Your Presence Fills This Place;;"Oh, the Glory of Your presence
We, Your temple, give You 
   reverence
Come arise from Your rest
And be blessed by our praise
As we glory in Your embrace
As Your presence now fills 
   this place"
185;Baie Diep Haal Hy My Uit (Afrikaans);G;"Die Here is my Herder
Niks sal my ontbreek nie
Hy laat my neerle
In groen weivelde
Na waters waar daar rus is 
  lei Hy my heen
Na waters waar daar rus is 
  lei Hy my heen

En baie diep haal Hy my uit
En baie diep haal Hy my uit
Hy plaas my voete op 'n ewige rots
En baie diep haal Hy my uit"
186;Be Still And Know;;"Be still and know that I am God
Be still and know that I am God
Be still and know that I am God

I am the Lord that healeth thee
I am the Lord that healeth thee
I am the Lord that healeth thee

In Thee oh Lord I put my trust
In Thee oh Lord I put my trust
In Thee oh Lord I put my trust"
409;Beauty For Ashes;;"He gave me beauty for ashes
The oil of joy for mourning
The garment of praise 
   for the spirit of heaviness
That we might
   be trees of righteousness
The planting of the Lord
That He might be glorified"
470;Behold The Lamb;;"Behold the Lamb
Behold the Lamb
Slain from the foundation 
   of the world
For sinners crucified
Oh holy sacrifice
Behold the Lamb of God
Behold the Lamb"
221;It Won't Be Long;;"It won't be long
Soon we'll be leaving here
It won't be long
We'll be going home!

Count the years as months
Count the months as weeks
Count the weeks as days
Any day now we'll be 
   going home

It won't be long
Soon we'll be leaving here
It won't be long 
We'll be going home

We shall be like Him
We shall be like Him
In a twinkling of an eye
In a moment of time 
We'll be going home"
426;It's Already Done;;"It's already done, 
It's already done
Victory is won 
The battle is over
It's already done"
222;It's Real;;"Oh how well do I remember
How I doubted day by day
For I did not know for certain
That my sins were washed away
When the Spirit tried to tell me
I would not the truth receive
I endeared to be happy
And to make myself believe

CHORUS
But It's real, It's real, Oh I know
I know It's real
Praise God the doubts are settled
And I know, I know It's real

But at last I'm tired of living
Such a life of fear and doubt
For I waited God to give me
Something I would know about
So the Truth would make me happy
And the Light would clearly shine
And the Spirit gave assurance
That I'm His and He is mine"
223;Jehovah Jireh, My Provider (Jewish version);;"Jehovah Jireh, my provider
His grace is sufficient for me
(Repeat)

My God will supply all my needs
According to His riches in Glory
He will give His angels charge 
  over me
Jehovah Jireh cares for me"
224;Jerusalem Is My Home;;"Down the valley, up the mountain
Jerusalem is my home
Down the valley, up the mountain
Jerusalem is my home

Home, home sweet home
Jerusalem is my home
Home, home sweet home
Jerusalem is my home"
225;Jesus Be Jesus;;"Jesus be Jesus in me
No longer me but thee
Resurrection power
Fill me this hour
Jesus be Jesus in me"
226;Jesus Holds My Hand;;"He holds my hand
Jesus holds my hand
Safely to heaven He leads 
   the way
He is my keeper from day 
   to day

He holds my hand
Jesus holds my hand
The road may be long but 
   my Saviour is strong
He holds my hand"
227;Jesus Is Ever Shining;;"Jesus is ever shining
He's ever shining
Jesus is ever shining
He's ever shining
He's ever shining
He's ever shining
He's ever shining
He's ever shining

Jesus die blink more ster
Die blink more ster
Jesus die blink more ster
Die blink more ster
Die blink more ster
Die blink more ster 
Die blink more ster 
Die blink more ster

Jesu Anopenya
Jesu Anopenya
Jesu Anopenya
Anopenya
Anopenya
Anopenya
Anopenya"
427;Jesus Is Mine;;"Mine, mine, mine, Jesus is mine
Mine when I'm weary
Mine when I'm dreary
Mine, mine, mine, Jesus is mine
Mine all the time, oh yes, 
   He's mine"
228;Jesus Is The King Of Kings;;"Jesus is the King of Kings 
Jesus is the Lord 
Jesus is the King of Kings 
Jesus is the Lord 

CHORUS
I love Jesus, you love Jesus 
We all love the Master 
Praise God, Amen! 

They nailed Him to the 
   cross one day 
He died and rose again 
They nailed Him to the 
   cross one day 
He died and rose again 

Praise God, Hallelujah! 
Praise God, Amen! 
Praise God, Hallelujah! 
Praise God, Amen!"
229;Jesus Took My Burden;;"Jesus took my burden
   and He rolled it in the sea
He rolled it in the sea
He rolled it in the sea
Now I have the peace 
   that he has given me
All my sin and burden 
He rolled it in the sea

Jesus neem my laste en
Hy rol dit in die see
Hy rol dit in die see
Hy rol dit in die see
Nou het ek die vrede 
   wat Jesus my kom gee
Ja al my sonde laste
Hy rol dit in die see"
428;Jesus Took My Sins Away;;"I am so glad that Jesus took 
   my sins away
He took my sins away
He took my sins away
I am so glad that Jesus took 
   my sins away
He took my sins away"
429;Jesus, Something About That Name;;"Jesus Jesus Jesus, there's just
   something about that name
Master, Saviour, Jesus, like the
   fragrance after the rain
Jesus, Jesus, Jesus, let all heaven 
   and earth proclaim
Kings and kingdoms will pass away
But there's something about that Name!"
230;Jesus, The Centre Of My Joy;;"When I've lost my direction
You're the Compass for my way
You're the Fire and Light when nights
Are long and cold
In sadness you're the laughter
That shutters all my fears
When I'm all alone
You're hand is there to hold

Chorus
Jesus you're the centre of 
   my joy
All that's good and perfect 
   comes from you
You're the heart of my 
  contentment hope for all I do
Jesus you're the centre of 
   my joy

You're why I find pleasure
In the simple things in life
You're the music in the 
   meadows and the streams.
The  voice of the children
My family and my home
You're the source and finisher
Of my highest dreams"
231;Just Beyond The Veil;F;"Just beyond the Veil
I long to see Your Face
Just to see Your Beauty there
Just beyond the Veil
(Repeat)

Beautiful You are!
Beautiful You are!
Beautiful You are, You are
Beautiful You are!
(Repeat)

You're the Prince of Peace
You're the Prince of Peace
You're the Prince of Peace
   You are
You're the Prince of Peace
(Repeat)"
586;Keep Walking With The Lord (P);;"The scriptures tell the story
Of Enoch long ago
Who walked with God and was not
Yet no one seemed to know
That he had been translated
For death he did not see
And walked off with our Saviour into 
   eternity

CHORUS
Keep walking with the Lord
Keep trusting in His Word
And do not set your eyes on 
   earthly things
Let Jesus be your Guide
When evil doth betide
He will lift you far above
On eagle's wings

When God did take Elijah
From troubles here below
Up to his home in Glory
Eternal rest to know
He sent the weary prophet
A chariot of flame
And lifted him to heaven
Oh glory to His name

When God did send His prophet
Bro. Branham here below
To start a great revival
All o'er the  earth to go
And then the seventh angel
His Message to proclaim
To take us into Glory
All glory to His name"
